timestamp,source,event_type,src_ip,dst_ip,src_port,dst_port,proto,outcome,user,domain,uri,bytes,duration,rule_id,signature,method,status_code,user_agent,event_id,process_name,command_line,true_label,comment
2026-05-04 11:09:34,Windows-EventLog,net_conn,192.168.20.101,192.168.1.200,21782,389,tcp,success,,,,73449,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:09:57,pfSense_Suricata,net_conn,192.168.10.101,172.16.1.12,46837,389,tcp,success,,,,31720,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:10:20,Arkime,http,192.168.10.101,172.16.1.12,1193,443,tcp,success,,,/favicon.ico,83390,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:10:43,Linux-auth,net_conn,192.168.10.101,172.16.1.12,4249,22,tcp,success,,,,8856,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:11:06,Windows-EventLog,net_conn,192.168.10.101,172.16.1.12,31361,445,tcp,success,,,,33866,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:11:29,DC-DNS,dns,192.168.10.100,172.16.1.12,23763,53,tcp,success,,repo.debian.org,,68360,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:11:52,Reverse-proxy,http,192.168.20.102,172.16.1.12,5071,80,tcp,success,,,/portal,89178,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:12:00,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,17567,25,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:04,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,5083,445,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:08,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,50621,9000,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:12,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,40121,9200,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:15,Windows-EventLog,net_conn,192.168.10.100,192.168.1.102,6034,389,tcp,success,,,,55065,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:12:16,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,52425,3306,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:20,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,52107,8080,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:24,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,10720,443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:28,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,58722,21,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:32,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,10456,53,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:36,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,43256,22,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:38,pfSense_Suricata,http,192.168.1.102,172.16.1.11,20089,80,tcp,success,,,/index,15866,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:12:40,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,50428,139,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:44,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,60564,389,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:48,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,54565,5900,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:52,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,61142,143,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:12:56,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,12875,80,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:00,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,39196,5432,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:01,Reverse-proxy,http,192.168.20.101,192.168.1.200,47582,80,tcp,success,,,/favicon.ico,61746,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:13:04,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,3237,1521,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:08,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,25778,135,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:12,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,7216,3389,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:16,pfSense_Snort,net_conn,10.10.51.20,172.16.1.10,7667,23,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:13:24,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.12,63666,445,tcp,success,,,,39379,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:13:47,Linux-auth,net_conn,192.168.10.101,172.16.1.10,58475,22,tcp,success,,,,37167,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:14:10,Windows-EventLog,net_conn,192.168.10.100,172.16.1.10,20903,389,tcp,success,,,,10470,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:14:33,pfSense_Suricata,net_conn,192.168.1.102,192.168.1.200,41347,22,tcp,success,,,,10557,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:14:56,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.12,46491,445,tcp,success,,,,5791,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:15:19,pfSense_Suricata,http,192.168.20.101,172.16.1.12,7882,80,tcp,success,,,/index,973,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:15:42,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.12,41119,389,tcp,success,,,,67864,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:16:05,DC-DNS,dns,192.168.20.102,192.168.1.102,64120,53,tcp,success,,corp.local,,11204,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:16:28,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,18950,389,tcp,success,,,,40721,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:16:51,pfSense_Suricata,http,192.168.1.102,192.168.1.102,43336,80,tcp,success,,,/api/status,65253,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:17:14,Windows-EventLog,net_conn,192.168.10.101,172.16.1.10,31840,389,tcp,success,,,,37410,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:17:37,Arkime,http,192.168.10.101,172.16.1.12,45272,80,tcp,success,,,/api/status,57618,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:18:00,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,32786,1433,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:00,Reverse-proxy,http,192.168.20.102,172.16.1.12,1891,443,tcp,success,,,/index,74100,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:18:04,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,49699,110,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:08,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,49605,5900,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:12,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,21373,53,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:16,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,32338,23,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:20,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,64384,3389,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:23,Arkime,http,192.168.10.100,192.168.1.200,56739,443,tcp,success,,,/api/status,74990,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:18:24,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,62642,139,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:28,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,62667,9300,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:32,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,60859,143,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:36,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,55673,5432,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:40,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,39602,9000,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:44,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,60996,9200,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:46,pfSense_Suricata,http,192.168.10.100,172.16.1.12,26354,443,tcp,success,,,/docs,12856,0.02,,,GET,302,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:18:48,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,17163,443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:52,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,43451,80,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:18:56,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,28421,135,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:00,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,55385,8443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:04,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,40970,21,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:08,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,48945,25,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:09,pfSense_Suricata,net_conn,192.168.20.101,192.168.1.200,61405,22,tcp,success,,,,81357,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:19:12,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,50402,445,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:16,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,19030,22,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:19:32,Windows-EventLog,net_conn,192.168.1.50,172.16.1.12,13163,389,tcp,success,,,,13983,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:19:55,Linux-auth,net_conn,192.168.10.100,172.16.1.11,49709,22,tcp,success,,,,17973,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:20:18,Reverse-proxy,http,192.168.1.50,172.16.1.12,5002,80,tcp,success,,,/login,85228,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:20:41,pfSense_Suricata,http,192.168.20.101,172.16.1.10,13459,443,tcp,success,,,/favicon.ico,10801,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:21:04,pfSense_Suricata,http,192.168.10.101,172.16.1.11,43804,80,tcp,success,,,/portal,35737,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:21:27,Linux-auth,net_conn,192.168.1.50,172.16.1.12,48284,22,tcp,success,,,,43860,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:21:50,pfSense_Suricata,http,192.168.20.102,192.168.1.102,36636,443,tcp,failure,,,/login,38629,0.02,,,GET,404,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:22:13,Arkime,http,192.168.20.102,172.16.1.12,62648,443,tcp,success,,,/index,33440,0.02,,,GET,302,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:22:36,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.10,23537,445,tcp,success,,,,32920,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:22:59,pfSense_Suricata,http,192.168.1.102,172.16.1.12,18067,443,tcp,success,,,/portal,64613,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:23:22,pfSense_Suricata,http,192.168.1.50,192.168.1.102,64489,443,tcp,success,,,/portal,34345,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:23:45,pfSense_Suricata,dns,192.168.20.102,172.16.1.12,22797,53,tcp,success,,corp.local,,50229,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:24:00,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,28145,5900,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:04,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,51491,9300,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:08,Windows-EventLog,net_conn,192.168.10.101,192.168.1.102,58626,389,tcp,success,,,,5030,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:24:08,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,64146,23,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:12,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,13613,21,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:16,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,49384,443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:20,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,20897,8080,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:24,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,24629,80,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:28,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,63646,8443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:31,pfSense_Suricata,net_conn,192.168.1.50,192.168.1.102,42266,22,tcp,success,,,,37598,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:24:32,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,24928,110,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:36,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,4939,5432,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:40,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,30414,9000,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:44,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,45146,445,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:48,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,28969,9200,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:52,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,20956,22,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:24:54,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,2314,445,tcp,success,,,,23021,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:24:56,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,2778,3306,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:00,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,31750,1521,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:04,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,39945,143,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:08,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,23374,1433,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:12,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,40833,53,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:16,pfSense_Snort,net_conn,10.10.51.21,172.16.1.12,53935,25,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:25:17,pfSense_Suricata,dns,192.168.1.50,172.16.1.11,33440,53,tcp,success,,updates.microsoft.com,,45060,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:25:40,Reverse-proxy,http,192.168.20.101,172.16.1.11,60036,443,tcp,success,,,/favicon.ico,62221,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:26:03,Windows-EventLog,net_conn,192.168.10.100,172.16.1.11,58828,389,tcp,success,,,,12897,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:26:26,Linux-auth,net_conn,192.168.10.101,172.16.1.12,29692,22,tcp,success,,,,10549,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:26:49,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.12,54265,445,tcp,success,,,,78993,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:27:12,Windows-EventLog,net_conn,192.168.1.102,192.168.1.102,31573,389,tcp,success,,,,14815,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:27:35,pfSense_Suricata,http,192.168.20.102,172.16.1.12,60630,443,tcp,success,,,/api/status,12509,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:27:58,Reverse-proxy,http,192.168.10.101,172.16.1.10,17018,443,tcp,success,,,/favicon.ico,26245,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:28:21,Reverse-proxy,http,192.168.10.101,192.168.1.200,47183,443,tcp,success,,,/login,11192,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:28:44,Arkime,http,192.168.10.100,172.16.1.11,38728,443,tcp,success,,,/docs,64996,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:29:07,pfSense_Suricata,dns,192.168.1.102,172.16.1.12,39930,53,tcp,success,,updates.microsoft.com,,80589,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:29:30,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.10,11843,445,tcp,success,,,,6405,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:29:53,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,49699,445,tcp,success,,,,42411,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:30:00,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,38930,9200,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:04,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,54289,143,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:08,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,24484,5900,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:12,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,61185,25,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:16,DC-DNS,dns,192.168.20.101,192.168.1.102,16316,53,tcp,success,,repo.debian.org,,77314,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:30:16,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,5945,21,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:20,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,50322,53,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:24,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,54809,9300,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:28,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,9550,5432,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:32,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,7562,22,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:36,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,44210,1433,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:39,Windows-EventLog,net_conn,192.168.20.101,172.16.1.11,20227,445,tcp,success,,,,15039,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:30:40,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,18625,445,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:44,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,6197,110,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:48,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,35919,1521,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:52,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,24654,8443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:30:56,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,63561,8080,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:00,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,14196,389,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:02,pfSense_Suricata,net_conn,192.168.10.101,192.168.1.200,45247,445,tcp,success,,,,42147,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:31:04,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,41174,23,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:08,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,64312,3306,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:12,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,5721,135,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:16,pfSense_Snort,net_conn,10.10.51.21,172.16.1.11,58499,9000,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:31:25,Linux-auth,net_conn,192.168.10.101,172.16.1.12,38686,22,tcp,success,,,,62279,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:31:48,pfSense_Suricata,dns,192.168.20.102,192.168.1.200,35812,53,tcp,success,,updates.microsoft.com,,8514,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:32:11,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.11,9200,445,tcp,success,,,,33946,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:32:34,Reverse-proxy,http,192.168.20.102,192.168.1.102,6390,443,tcp,success,,,/portal,44062,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:32:57,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.11,33812,389,tcp,success,,,,4249,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:33:20,pfSense_Suricata,http,192.168.10.101,192.168.1.200,60148,80,tcp,success,,,/index,30452,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 11:33:43,DC-DNS,dns,192.168.1.102,172.16.1.10,29875,53,tcp,success,,repo.debian.org,,25571,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:34:06,pfSense_Suricata,net_conn,192.168.10.101,192.168.1.102,42463,445,tcp,success,,,,87524,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:34:29,Arkime,http,192.168.10.100,172.16.1.11,38030,80,tcp,success,,,/login,68693,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:34:52,pfSense_Suricata,http,192.168.1.102,192.168.1.200,63750,443,tcp,success,,,/portal,12201,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 11:35:15,pfSense_Suricata,dns,192.168.20.101,172.16.1.10,49681,53,tcp,success,,repo.debian.org,,39474,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:35:38,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.10,46114,445,tcp,success,,,,44661,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 11:36:00,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,28389,3389,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:36:01,Reverse-proxy,http,192.168.10.100,172.16.1.10,54601,443,tcp,success,,,/portal,31045,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 11:36:04,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,53782,8080,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:36:08,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,8795,8443,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:36:12,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,7448,22,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
2026-05-04 11:36:16,pfSense_Snort,net_conn,10.10.51.20,172.16.1.12,21984,1433,tcp,failure,,,,64,0.02,,,,0,,,,,scan,внешнее сканирование DMZ
