timestamp,source,event_type,src_ip,dst_ip,src_port,dst_port,proto,outcome,user,domain,uri,bytes,duration,rule_id,signature,method,status_code,user_agent,true_label
2026-05-04 10:00:54,FW,net_conn,10.0.1.17,10.0.1.101,7255,445,tcp,success,,,,24407,0.156,,,,0,,normal
2026-05-04 10:01:12,FW,net_conn,10.0.1.15,10.0.1.200,63518,53,tcp,success,,,,12765,0.076,,,,0,,normal
2026-05-04 10:01:30,FW,http,10.0.1.24,10.0.1.101,29327,80,tcp,success,,,/index,3554,0.048,,,GET,200,,normal
2026-05-04 10:01:48,FW,http,10.0.1.21,10.0.1.101,37834,443,tcp,failure,,,/index,18902,0.165,,,GET,404,,normal
2026-05-04 10:02:06,FW,net_conn,10.0.1.11,10.0.1.101,62701,53,tcp,success,,,,22301,0.375,,,,0,,normal
2026-05-04 10:02:24,FW,http,10.0.1.23,10.0.1.200,24069,80,tcp,failure,,,/docs,10738,0.052,,,GET,404,,normal
2026-05-04 10:02:42,FW,http,10.0.1.18,10.0.1.100,23969,443,tcp,success,,,/login,4046,0.423,,,GET,200,,normal
2026-05-04 10:03:00,FW,net_conn,10.0.1.15,10.0.1.100,15845,53,tcp,success,,,,19312,0.404,,,,0,,normal
2026-05-04 10:03:18,FW,http,10.0.1.23,10.0.1.200,18933,80,tcp,success,,,/docs,6411,0.351,,,GET,200,,normal
2026-05-04 10:03:36,FW,net_conn,10.0.1.14,10.0.1.101,12912,53,tcp,success,,,,700,0.435,,,,0,,normal
2026-05-04 10:03:54,FW,net_conn,10.0.1.19,10.0.1.200,10321,445,tcp,success,,,,2780,0.37,,,,0,,normal
2026-05-04 10:04:12,FW,http,10.0.1.10,10.0.1.100,23364,443,tcp,success,,,/login,15365,0.079,,,GET,302,,normal
2026-05-04 10:04:30,FW,net_conn,10.0.1.14,10.0.1.200,40098,53,tcp,success,,,,19098,0.042,,,,0,,normal
2026-05-04 10:04:48,FW,http,10.0.1.10,10.0.1.100,30063,443,tcp,success,,,/index,9416,0.331,,,GET,200,,normal
2026-05-04 10:05:06,FW,net_conn,10.0.1.17,10.0.1.200,18926,445,tcp,success,,,,14071,0.108,,,,0,,normal
2026-05-04 10:05:24,FW,net_conn,10.0.1.18,10.0.1.100,8291,53,tcp,success,,,,14587,0.142,,,,0,,normal
2026-05-04 10:05:42,FW,net_conn,10.0.1.20,10.0.1.200,44745,445,tcp,success,,,,17766,0.154,,,,0,,normal
2026-05-04 10:06:00,FW,http,10.0.1.13,10.0.1.101,62976,80,tcp,success,,,/index,10376,0.106,,,GET,200,,normal
2026-05-04 10:06:18,FW,net_conn,10.0.1.12,10.0.1.101,8887,53,tcp,success,,,,11251,0.004,,,,0,,normal
2026-05-04 10:06:36,FW,http,10.0.1.21,10.0.1.101,47139,443,tcp,success,,,/api/status,17951,0.115,,,GET,302,,normal
2026-05-04 10:06:54,FW,net_conn,10.0.1.18,10.0.1.200,27046,53,tcp,success,,,,2861,0.431,,,,0,,normal
2026-05-04 10:07:12,FW,http,10.0.1.10,10.0.1.101,38756,80,tcp,success,,,/login,10758,0.215,,,GET,200,,normal
2026-05-04 10:07:30,FW,net_conn,10.0.1.16,10.0.1.200,8572,445,tcp,success,,,,9986,0.203,,,,0,,normal
2026-05-04 10:07:48,FW,net_conn,10.0.1.15,10.0.1.100,61302,445,tcp,success,,,,23097,0.181,,,,0,,normal
2026-05-04 10:08:06,FW,http,10.0.1.16,10.0.1.100,35362,443,tcp,failure,,,/login,13621,0.039,,,GET,404,,normal
2026-05-04 10:08:24,FW,net_conn,10.0.1.23,10.0.1.101,22851,53,tcp,success,,,,7760,0.39,,,,0,,normal
2026-05-04 10:08:42,FW,http,10.0.1.11,10.0.1.200,48693,80,tcp,success,,,/api/status,12004,0.479,,,GET,200,,normal
2026-05-04 10:09:00,FW,http,10.0.1.20,10.0.1.100,13952,443,tcp,success,,,/index,8887,0.087,,,GET,200,,normal
2026-05-04 10:09:18,FW,http,10.0.1.12,10.0.1.200,50467,80,tcp,success,,,/api/status,15702,0.282,,,GET,302,,normal
2026-05-04 10:09:36,FW,net_conn,10.0.1.19,10.0.1.101,21742,53,tcp,success,,,,21052,0.075,,,,0,,normal
2026-05-04 10:09:54,FW,net_conn,10.0.1.11,10.0.1.101,20869,445,tcp,success,,,,21189,0.398,,,,0,,normal
2026-05-04 10:10:12,FW,net_conn,10.0.1.19,10.0.1.100,5886,53,tcp,success,,,,17124,0.155,,,,0,,normal
2026-05-04 10:10:30,FW,http,10.0.1.17,10.0.1.100,43272,80,tcp,success,,,/docs,3014,0.432,,,GET,200,,normal
2026-05-04 10:10:48,FW,net_conn,10.0.1.23,10.0.1.100,39056,445,tcp,success,,,,15662,0.277,,,,0,,normal
2026-05-04 10:11:06,FW,http,10.0.1.22,10.0.1.200,13360,80,tcp,failure,,,/login,21859,0.161,,,GET,404,,normal
2026-05-04 10:11:24,FW,http,10.0.1.17,10.0.1.200,54171,443,tcp,success,,,/index,3891,0.45,,,GET,302,,normal
2026-05-04 10:11:42,FW,http,10.0.1.15,10.0.1.200,47398,80,tcp,success,,,/api/status,8618,0.219,,,GET,200,,normal
2026-05-04 10:12:00,FW,http,10.0.1.17,10.0.1.200,26413,443,tcp,success,,,/docs,9769,0.204,,,GET,200,,normal
2026-05-04 10:12:18,FW,http,10.0.1.15,10.0.1.200,7217,80,tcp,success,,,/docs,11303,0.279,,,GET,200,,normal
2026-05-04 10:12:36,FW,net_conn,10.0.1.16,10.0.1.101,56832,53,tcp,success,,,,24215,0.328,,,,0,,normal
2026-05-04 10:12:54,FW,http,10.0.1.24,10.0.1.200,44514,443,tcp,success,,,/docs,19595,0.071,,,GET,200,,normal
2026-05-04 10:13:12,FW,net_conn,10.0.1.15,10.0.1.101,40020,445,tcp,success,,,,4725,0.354,,,,0,,normal
2026-05-04 10:13:30,FW,net_conn,10.0.1.11,10.0.1.101,52906,445,tcp,success,,,,21585,0.164,,,,0,,normal
2026-05-04 10:13:48,FW,http,10.0.1.12,10.0.1.200,2218,80,tcp,failure,,,/login,12356,0.181,,,GET,404,,normal
2026-05-04 10:14:06,FW,net_conn,10.0.1.12,10.0.1.100,13607,53,tcp,success,,,,16434,0.113,,,,0,,normal
2026-05-04 10:14:24,FW,http,10.0.1.12,10.0.1.100,51544,80,tcp,success,,,/docs,17135,0.27,,,GET,200,,normal
2026-05-04 10:14:42,FW,http,10.0.1.21,10.0.1.200,40165,80,tcp,failure,,,/docs,4794,0.188,,,GET,404,,normal
2026-05-04 10:15:00,FW,http,10.0.1.12,10.0.1.100,24898,443,tcp,success,,,/login,13963,0.338,,,GET,200,,normal
2026-05-04 10:15:18,FW,net_conn,10.0.1.13,10.0.1.101,16359,53,tcp,success,,,,15210,0.267,,,,0,,normal
2026-05-04 10:15:36,FW,http,10.0.1.14,10.0.1.101,31280,443,tcp,failure,,,/docs,14937,0.385,,,GET,404,,normal
2026-05-04 10:15:54,FW,net_conn,10.0.1.22,10.0.1.101,54559,445,tcp,success,,,,5810,0.1,,,,0,,normal
2026-05-04 10:16:12,FW,net_conn,10.0.1.19,10.0.1.100,43044,53,tcp,success,,,,2209,0.24,,,,0,,normal
2026-05-04 10:16:30,FW,http,10.0.1.15,10.0.1.200,51035,80,tcp,success,,,/index,3248,0.08,,,GET,200,,normal
2026-05-04 10:16:48,FW,http,10.0.1.17,10.0.1.200,54547,443,tcp,success,,,/login,7775,0.226,,,GET,200,,normal
2026-05-04 10:17:06,FW,net_conn,10.0.1.15,10.0.1.100,27006,445,tcp,success,,,,2245,0.251,,,,0,,normal
2026-05-04 10:17:24,FW,http,10.0.1.13,10.0.1.101,21909,80,tcp,success,,,/docs,1423,0.465,,,GET,200,,normal
2026-05-04 10:17:42,FW,net_conn,10.0.1.23,10.0.1.200,10041,53,tcp,success,,,,5285,0.019,,,,0,,normal
2026-05-04 10:18:00,FW,http,10.0.1.24,10.0.1.101,1368,443,tcp,success,,,/login,20663,0.453,,,GET,302,,normal
2026-05-04 10:18:18,FW,http,10.0.1.10,10.0.1.101,40927,443,tcp,failure,,,/api/status,24330,0.264,,,GET,404,,normal
2026-05-04 10:18:36,FW,http,10.0.1.11,10.0.1.101,16650,443,tcp,success,,,/docs,2064,0.21,,,GET,200,,normal
2026-05-04 10:18:54,FW,net_conn,10.0.1.22,10.0.1.200,8289,445,tcp,success,,,,2558,0.418,,,,0,,normal
2026-05-04 10:19:12,FW,http,10.0.1.17,10.0.1.200,29154,80,tcp,success,,,/api/status,10044,0.001,,,GET,200,,normal
2026-05-04 10:19:30,FW,net_conn,10.0.1.15,10.0.1.100,44564,445,tcp,success,,,,6637,0.334,,,,0,,normal
2026-05-04 10:19:48,FW,http,10.0.1.18,10.0.1.101,3877,80,tcp,success,,,/index,15905,0.318,,,GET,302,,normal
2026-05-04 10:20:06,FW,http,10.0.1.15,10.0.1.101,16826,80,tcp,success,,,/docs,11798,0.366,,,GET,200,,normal
2026-05-04 10:20:24,FW,net_conn,10.0.1.20,10.0.1.100,3929,53,tcp,success,,,,4871,0.176,,,,0,,normal
2026-05-04 10:20:42,FW,http,10.0.1.15,10.0.1.200,12969,443,tcp,success,,,/login,21200,0.406,,,GET,302,,normal
2026-05-04 10:21:00,FW,net_conn,10.0.1.11,10.0.1.200,20255,445,tcp,success,,,,1711,0.101,,,,0,,normal
2026-05-04 10:21:18,FW,http,10.0.1.22,10.0.1.100,27122,80,tcp,success,,,/docs,17388,0.495,,,GET,200,,normal
2026-05-04 10:21:36,FW,net_conn,10.0.1.18,10.0.1.101,50391,53,tcp,success,,,,1699,0.323,,,,0,,normal
2026-05-04 10:21:54,FW,http,10.0.1.14,10.0.1.101,53409,80,tcp,success,,,/docs,4578,0.184,,,GET,200,,normal
2026-05-04 10:22:12,FW,net_conn,10.0.1.24,10.0.1.101,23243,445,tcp,success,,,,13169,0.487,,,,0,,normal
2026-05-04 10:22:30,FW,net_conn,10.0.1.17,10.0.1.200,61599,445,tcp,success,,,,12537,0.399,,,,0,,normal
2026-05-04 10:22:48,FW,net_conn,10.0.1.14,10.0.1.100,29244,445,tcp,success,,,,3086,0.301,,,,0,,normal
2026-05-04 10:23:06,FW,net_conn,10.0.1.23,10.0.1.100,7747,53,tcp,success,,,,11025,0.04,,,,0,,normal
2026-05-04 10:23:24,FW,net_conn,10.0.1.20,10.0.1.101,40517,53,tcp,success,,,,15111,0.359,,,,0,,normal
2026-05-04 10:23:42,FW,net_conn,10.0.1.12,10.0.1.200,30327,445,tcp,success,,,,12019,0.021,,,,0,,normal
2026-05-04 09:08:00,FW,net_conn,203.0.113.77,10.0.1.100,58042,21,tcp,failure,,,,60,0.456,,,,0,,scan
2026-05-04 09:08:04,FW,net_conn,203.0.113.77,10.0.1.100,41318,22,tcp,failure,,,,60,0.499,,,,0,,scan
2026-05-04 09:08:08,FW,net_conn,203.0.113.77,10.0.1.100,19017,23,tcp,failure,,,,60,0.32,,,,0,,scan
2026-05-04 09:08:12,FW,net_conn,203.0.113.77,10.0.1.100,52894,25,tcp,failure,,,,60,0.474,,,,0,,scan
2026-05-04 09:08:16,FW,net_conn,203.0.113.77,10.0.1.100,5941,53,tcp,failure,,,,60,0.336,,,,0,,scan
2026-05-04 09:08:20,FW,net_conn,203.0.113.77,10.0.1.100,27645,80,tcp,failure,,,,60,0.182,,,,0,,scan
2026-05-04 09:08:24,FW,net_conn,203.0.113.77,10.0.1.100,53524,110,tcp,failure,,,,60,0.375,,,,0,,scan
2026-05-04 09:08:28,FW,net_conn,203.0.113.77,10.0.1.100,11508,135,tcp,failure,,,,60,0.476,,,,0,,scan
2026-05-04 09:08:32,FW,net_conn,203.0.113.77,10.0.1.100,10381,139,tcp,failure,,,,60,0.424,,,,0,,scan
2026-05-04 09:08:36,FW,net_conn,203.0.113.77,10.0.1.100,45463,143,tcp,failure,,,,60,0.391,,,,0,,scan
2026-05-04 09:08:40,FW,net_conn,203.0.113.77,10.0.1.100,3304,389,tcp,failure,,,,60,0.063,,,,0,,scan
2026-05-04 09:08:44,FW,net_conn,203.0.113.77,10.0.1.100,16490,443,tcp,failure,,,,60,0.389,,,,0,,scan
2026-05-04 09:08:48,FW,net_conn,203.0.113.77,10.0.1.100,25031,445,tcp,failure,,,,60,0.181,,,,0,,scan
2026-05-04 09:08:52,FW,net_conn,203.0.113.77,10.0.1.100,63248,1433,tcp,failure,,,,60,0.284,,,,0,,scan
2026-05-04 09:08:56,FW,net_conn,203.0.113.77,10.0.1.100,40679,1521,tcp,failure,,,,60,0.077,,,,0,,scan
2026-05-04 09:09:00,FW,net_conn,203.0.113.77,10.0.1.100,30510,3306,tcp,failure,,,,60,0.474,,,,0,,scan
2026-05-04 09:09:04,FW,net_conn,203.0.113.77,10.0.1.100,25404,3389,tcp,failure,,,,60,0.222,,,,0,,scan
2026-05-04 09:09:08,FW,net_conn,203.0.113.77,10.0.1.100,6062,5432,tcp,failure,,,,60,0.287,,,,0,,scan
2026-05-04 09:09:12,FW,net_conn,203.0.113.77,10.0.1.100,35722,5900,tcp,failure,,,,60,0.183,,,,0,,scan
2026-05-04 09:09:16,FW,net_conn,203.0.113.77,10.0.1.100,21627,8080,tcp,failure,,,,60,0.325,,,,0,,scan
2026-05-04 09:09:20,FW,net_conn,203.0.113.77,10.0.1.100,17382,8443,tcp,failure,,,,60,0.48,,,,0,,scan
2026-05-04 09:09:24,FW,net_conn,203.0.113.77,10.0.1.100,2722,9000,tcp,failure,,,,60,0.368,,,,0,,scan
2026-05-04 09:09:28,FW,net_conn,203.0.113.77,10.0.1.100,33729,9200,tcp,failure,,,,60,0.259,,,,0,,scan
2026-05-04 09:09:32,FW,net_conn,203.0.113.77,10.0.1.100,60893,9300,tcp,failure,,,,60,0.281,,,,0,,scan
2026-05-04 09:18:00,VPN,auth,198.51.100.21,10.0.1.1,51812,443,tcp,failure,petrov,,,120,0.13,,,,0,,bruteforce
2026-05-04 09:18:05,VPN,auth,198.51.100.21,10.0.1.1,15086,443,tcp,failure,backup,,,120,0.498,,,,0,,bruteforce
2026-05-04 09:18:10,VPN,auth,198.51.100.21,10.0.1.1,46504,443,tcp,failure,petrov,,,120,0.458,,,,0,,bruteforce
2026-05-04 09:18:15,VPN,auth,198.51.100.21,10.0.1.1,14142,443,tcp,failure,backup,,,120,0.061,,,,0,,bruteforce
2026-05-04 09:18:20,VPN,auth,198.51.100.21,10.0.1.1,30649,443,tcp,failure,admin,,,120,0.086,,,,0,,bruteforce
2026-05-04 09:18:25,VPN,auth,198.51.100.21,10.0.1.1,30194,443,tcp,failure,operator,,,120,0.499,,,,0,,bruteforce
2026-05-04 09:18:30,VPN,auth,198.51.100.21,10.0.1.1,64434,443,tcp,failure,operator,,,120,0.423,,,,0,,bruteforce
2026-05-04 09:18:35,VPN,auth,198.51.100.21,10.0.1.1,44791,443,tcp,failure,petrov,,,120,0.174,,,,0,,bruteforce
2026-05-04 09:18:40,VPN,auth,198.51.100.21,10.0.1.1,37068,443,tcp,failure,admin,,,120,0.271,,,,0,,bruteforce
2026-05-04 09:18:45,VPN,auth,198.51.100.21,10.0.1.1,56818,443,tcp,failure,petrov,,,120,0.079,,,,0,,bruteforce
2026-05-04 09:18:50,VPN,auth,198.51.100.21,10.0.1.1,61797,443,tcp,failure,operator,,,120,0.35,,,,0,,bruteforce
2026-05-04 09:18:55,VPN,auth,198.51.100.21,10.0.1.1,53039,443,tcp,failure,ivanov,,,120,0.181,,,,0,,bruteforce
2026-05-04 09:19:00,VPN,auth,198.51.100.21,10.0.1.1,8977,443,tcp,failure,ivanov,,,120,0.493,,,,0,,bruteforce
2026-05-04 09:19:05,VPN,auth,198.51.100.21,10.0.1.1,16538,443,tcp,failure,ivanov,,,120,0.395,,,,0,,bruteforce
2026-05-04 09:19:10,VPN,auth,198.51.100.21,10.0.1.1,24675,443,tcp,failure,admin,,,120,0.277,,,,0,,bruteforce
2026-05-04 09:19:15,VPN,auth,198.51.100.21,10.0.1.1,31655,443,tcp,failure,petrov,,,120,0.402,,,,0,,bruteforce
2026-05-04 09:19:20,VPN,auth,198.51.100.21,10.0.1.1,9528,443,tcp,failure,test,,,120,0.306,,,,0,,bruteforce
2026-05-04 09:19:25,VPN,auth,198.51.100.21,10.0.1.1,5332,443,tcp,failure,admin,,,120,0.155,,,,0,,bruteforce
2026-05-04 09:19:30,VPN,auth,198.51.100.21,10.0.1.1,48135,443,tcp,failure,operator,,,120,0.239,,,,0,,bruteforce
2026-05-04 09:19:35,VPN,auth,198.51.100.21,10.0.1.1,51431,443,tcp,failure,backup,,,120,0.205,,,,0,,bruteforce
2026-05-04 09:19:40,VPN,auth,198.51.100.21,10.0.1.1,5857,443,tcp,failure,test,,,120,0.063,,,,0,,bruteforce
2026-05-04 09:19:45,VPN,auth,198.51.100.21,10.0.1.1,43120,443,tcp,failure,petrov,,,120,0.037,,,,0,,bruteforce
2026-05-04 09:19:50,VPN,auth,198.51.100.21,10.0.1.1,45595,443,tcp,failure,backup,,,120,0.259,,,,0,,bruteforce
2026-05-04 09:19:55,VPN,auth,198.51.100.21,10.0.1.1,58561,443,tcp,failure,ivanov,,,120,0.415,,,,0,,bruteforce
2026-05-04 09:20:00,VPN,auth,198.51.100.21,10.0.1.1,42953,443,tcp,failure,test,,,120,0.294,,,,0,,bruteforce
2026-05-04 09:20:05,VPN,auth,198.51.100.21,10.0.1.1,29376,443,tcp,failure,ivanov,,,120,0.251,,,,0,,bruteforce
2026-05-04 09:20:10,VPN,auth,198.51.100.21,10.0.1.1,55510,443,tcp,failure,admin,,,120,0.062,,,,0,,bruteforce
2026-05-04 09:20:15,VPN,auth,198.51.100.21,10.0.1.1,20955,443,tcp,failure,ivanov,,,120,0.082,,,,0,,bruteforce
2026-05-04 09:20:20,VPN,auth,198.51.100.21,10.0.1.1,62282,443,tcp,failure,petrov,,,120,0.355,,,,0,,bruteforce
2026-05-04 09:20:25,VPN,auth,198.51.100.21,10.0.1.1,63118,443,tcp,failure,petrov,,,120,0.47,,,,0,,bruteforce
2026-05-04 09:20:30,VPN,auth,198.51.100.21,10.0.1.1,56463,443,tcp,failure,petrov,,,120,0.039,,,,0,,bruteforce
2026-05-04 09:20:35,VPN,auth,198.51.100.21,10.0.1.1,42643,443,tcp,failure,ivanov,,,120,0.478,,,,0,,bruteforce
2026-05-04 09:20:40,VPN,auth,198.51.100.21,10.0.1.1,9227,443,tcp,failure,petrov,,,120,0.313,,,,0,,bruteforce
2026-05-04 09:20:45,VPN,auth,198.51.100.21,10.0.1.1,35986,443,tcp,failure,test,,,120,0.047,,,,0,,bruteforce
2026-05-04 09:20:50,VPN,auth,198.51.100.21,10.0.1.1,12075,443,tcp,failure,operator,,,120,0.296,,,,0,,bruteforce
2026-05-04 09:20:55,VPN,auth,198.51.100.21,10.0.1.1,11129,443,tcp,failure,test,,,120,0.086,,,,0,,bruteforce
2026-05-04 09:21:00,VPN,auth,198.51.100.21,10.0.1.1,48251,443,tcp,failure,test,,,120,0.451,,,,0,,bruteforce
2026-05-04 09:21:05,VPN,auth,198.51.100.21,10.0.1.1,56240,443,tcp,failure,petrov,,,120,0.462,,,,0,,bruteforce
2026-05-04 09:21:10,VPN,auth,198.51.100.21,10.0.1.1,55106,443,tcp,failure,admin,,,120,0.432,,,,0,,bruteforce
2026-05-04 09:21:15,VPN,auth,198.51.100.21,10.0.1.1,4003,443,tcp,failure,admin,,,120,0.474,,,,0,,bruteforce
2026-05-04 09:21:20,VPN,auth,198.51.100.21,10.0.1.1,18368,443,tcp,failure,test,,,120,0.326,,,,0,,bruteforce
2026-05-04 09:21:25,VPN,auth,198.51.100.21,10.0.1.1,28325,443,tcp,failure,test,,,120,0.309,,,,0,,bruteforce
2026-05-04 09:29:00,WAF,http,203.0.113.55,10.0.1.100,17072,80,tcp,failure,,,/admin,609,0.402,,,POST,404,python-requests,web_probe
2026-05-04 09:29:04,WAF,http,203.0.113.55,10.0.1.100,46152,80,tcp,failure,,,/config.php,515,0.03,,,POST,404,curl/8.0,web_probe
2026-05-04 09:29:08,WAF,http,203.0.113.55,10.0.1.100,23318,80,tcp,failure,,,/phpmyadmin,525,0.303,,,POST,500,curl/8.0,web_probe
2026-05-04 09:29:12,WAF,http,203.0.113.55,10.0.1.100,9593,80,tcp,failure,,,/.env,835,0.38,,,POST,404,python-requests,web_probe
2026-05-04 09:29:16,WAF,http,203.0.113.55,10.0.1.100,31594,80,tcp,failure,,,/backup.zip,675,0.061,,,POST,401,curl/8.0,web_probe
2026-05-04 09:29:20,WAF,http,203.0.113.55,10.0.1.100,20043,80,tcp,failure,,,/phpmyadmin,353,0.473,,,GET,403,curl/8.0,web_probe
2026-05-04 09:29:24,WAF,http,203.0.113.55,10.0.1.100,54336,80,tcp,failure,,,/server-status,730,0.164,,,GET,500,curl/8.0,web_probe
2026-05-04 09:29:28,WAF,http,203.0.113.55,10.0.1.100,33678,80,tcp,failure,,,/backup.zip,838,0.498,,,GET,404,curl/8.0,web_probe
2026-05-04 09:29:32,WAF,http,203.0.113.55,10.0.1.100,6925,80,tcp,failure,,,/phpmyadmin,610,0.473,,,POST,404,curl/8.0,web_probe
2026-05-04 09:29:36,WAF,http,203.0.113.55,10.0.1.100,24151,80,tcp,failure,,,/backup.zip,568,0.024,,,GET,403,Mozilla/5.0,web_probe
2026-05-04 09:29:40,WAF,http,203.0.113.55,10.0.1.100,1559,80,tcp,failure,,,/.env,606,0.424,,,POST,500,Mozilla/5.0,web_probe
2026-05-04 09:29:44,WAF,http,203.0.113.55,10.0.1.100,25006,80,tcp,failure,,,/phpmyadmin,237,0.023,,,POST,404,python-requests,web_probe
2026-05-04 09:29:48,WAF,http,203.0.113.55,10.0.1.100,19937,80,tcp,failure,,,/admin,683,0.037,,,POST,403,Mozilla/5.0,web_probe
2026-05-04 09:29:52,WAF,http,203.0.113.55,10.0.1.100,64927,80,tcp,failure,,,/backup.zip,561,0.048,,,GET,404,curl/8.0,web_probe
2026-05-04 09:29:56,WAF,http,203.0.113.55,10.0.1.100,40507,80,tcp,failure,,,/.env,447,0.255,,,GET,404,curl/8.0,web_probe
2026-05-04 09:30:00,WAF,http,203.0.113.55,10.0.1.100,47789,80,tcp,failure,,,/backup.zip,141,0.167,,,GET,401,curl/8.0,web_probe
2026-05-04 09:30:04,WAF,http,203.0.113.55,10.0.1.100,59556,80,tcp,failure,,,/phpmyadmin,631,0.258,,,GET,500,Mozilla/5.0,web_probe
2026-05-04 09:30:08,WAF,http,203.0.113.55,10.0.1.100,41426,80,tcp,failure,,,/.env,727,0.37,,,GET,404,python-requests,web_probe
2026-05-04 09:30:12,WAF,http,203.0.113.55,10.0.1.100,37915,80,tcp,failure,,,/.env,707,0.15,,,POST,404,Mozilla/5.0,web_probe
2026-05-04 09:30:16,WAF,http,203.0.113.55,10.0.1.100,8207,80,tcp,failure,,,/server-status,117,0.49,,,POST,404,Mozilla/5.0,web_probe
2026-05-04 09:30:20,WAF,http,203.0.113.55,10.0.1.100,64401,80,tcp,failure,,,/backup.zip,415,0.328,,,POST,401,python-requests,web_probe
2026-05-04 09:30:24,WAF,http,203.0.113.55,10.0.1.100,32510,80,tcp,failure,,,/server-status,692,0.085,,,GET,403,Mozilla/5.0,web_probe
2026-05-04 09:30:28,WAF,http,203.0.113.55,10.0.1.100,16896,80,tcp,failure,,,/config.php,838,0.016,,,GET,500,Mozilla/5.0,web_probe
2026-05-04 09:30:32,WAF,http,203.0.113.55,10.0.1.100,21582,80,tcp,failure,,,/config.php,212,0.209,,,GET,403,python-requests,web_probe
2026-05-04 09:30:36,WAF,http,203.0.113.55,10.0.1.100,51812,80,tcp,failure,,,/phpmyadmin,807,0.306,,,POST,403,Mozilla/5.0,web_probe
2026-05-04 09:30:40,WAF,http,203.0.113.55,10.0.1.100,14612,80,tcp,failure,,,/phpmyadmin,853,0.28,,,GET,401,Mozilla/5.0,web_probe
2026-05-04 09:30:44,WAF,http,203.0.113.55,10.0.1.100,31148,80,tcp,failure,,,/config.php,589,0.456,,,POST,500,curl/8.0,web_probe
2026-05-04 09:30:48,WAF,http,203.0.113.55,10.0.1.100,32755,80,tcp,failure,,,/.env,659,0.096,,,POST,404,Mozilla/5.0,web_probe
2026-05-04 09:30:52,WAF,http,203.0.113.55,10.0.1.100,51563,80,tcp,failure,,,/wp-login.php,385,0.145,,,GET,404,python-requests,web_probe
2026-05-04 09:30:56,WAF,http,203.0.113.55,10.0.1.100,23883,80,tcp,failure,,,/wp-login.php,806,0.28,,,POST,500,python-requests,web_probe
2026-05-04 09:31:00,WAF,http,203.0.113.55,10.0.1.100,38607,80,tcp,failure,,,/server-status,838,0.338,,,POST,404,curl/8.0,web_probe
2026-05-04 09:31:04,WAF,http,203.0.113.55,10.0.1.100,3780,80,tcp,failure,,,/phpmyadmin,504,0.144,,,GET,404,python-requests,web_probe
2026-05-04 09:31:08,WAF,http,203.0.113.55,10.0.1.100,17830,80,tcp,failure,,,/config.php,180,0.374,,,POST,404,Mozilla/5.0,web_probe
2026-05-04 09:31:12,WAF,http,203.0.113.55,10.0.1.100,8182,80,tcp,failure,,,/wp-login.php,306,0.308,,,POST,404,curl/8.0,web_probe
2026-05-04 09:31:16,WAF,http,203.0.113.55,10.0.1.100,60346,80,tcp,failure,,,/backup.zip,345,0.266,,,GET,403,Mozilla/5.0,web_probe
2026-05-04 09:31:20,WAF,http,203.0.113.55,10.0.1.100,22670,80,tcp,failure,,,/config.php,338,0.359,,,GET,401,python-requests,web_probe
2026-05-04 09:31:24,WAF,http,203.0.113.55,10.0.1.100,61913,80,tcp,failure,,,/admin,797,0.079,,,GET,403,Mozilla/5.0,web_probe
2026-05-04 09:31:28,WAF,http,203.0.113.55,10.0.1.100,22072,80,tcp,failure,,,/config.php,587,0.143,,,GET,500,python-requests,web_probe
2026-05-04 09:31:32,WAF,http,203.0.113.55,10.0.1.100,49434,80,tcp,failure,,,/admin,887,0.362,,,GET,401,Mozilla/5.0,web_probe
2026-05-04 09:31:36,WAF,http,203.0.113.55,10.0.1.100,55825,80,tcp,failure,,,/admin,279,0.198,,,GET,500,curl/8.0,web_probe
2026-05-04 09:31:40,WAF,http,203.0.113.55,10.0.1.100,20579,80,tcp,failure,,,/phpmyadmin,290,0.284,,,GET,404,curl/8.0,web_probe
2026-05-04 09:31:44,WAF,http,203.0.113.55,10.0.1.100,36629,80,tcp,failure,,,/admin,443,0.262,,,POST,404,Mozilla/5.0,web_probe
2026-05-04 09:31:48,WAF,http,203.0.113.55,10.0.1.100,54030,80,tcp,failure,,,/wp-login.php,616,0.056,,,POST,500,curl/8.0,web_probe
2026-05-04 09:31:52,WAF,http,203.0.113.55,10.0.1.100,13226,80,tcp,failure,,,/wp-login.php,848,0.007,,,POST,500,Mozilla/5.0,web_probe
2026-05-04 09:31:56,WAF,http,203.0.113.55,10.0.1.100,57132,80,tcp,failure,,,/.env,402,0.319,,,GET,403,Mozilla/5.0,web_probe
2026-05-04 09:32:00,WAF,http,203.0.113.55,10.0.1.100,44884,80,tcp,failure,,,/phpmyadmin,537,0.048,,,GET,404,python-requests,web_probe
2026-05-04 09:32:04,WAF,http,203.0.113.55,10.0.1.100,18114,80,tcp,failure,,,/wp-login.php,588,0.192,,,GET,404,curl/8.0,web_probe
2026-05-04 09:32:08,WAF,http,203.0.113.55,10.0.1.100,39196,80,tcp,failure,,,/phpmyadmin,871,0.361,,,POST,404,python-requests,web_probe
2026-05-04 09:32:12,WAF,http,203.0.113.55,10.0.1.100,44788,80,tcp,failure,,,/admin,367,0.059,,,GET,404,curl/8.0,web_probe
2026-05-04 09:32:16,WAF,http,203.0.113.55,10.0.1.100,8718,80,tcp,failure,,,/.env,263,0.319,,,POST,500,Mozilla/5.0,web_probe
